path,class,sport
UCF50/Skiing/v_Skiing_g21_c05.avi,45,Skiing
UCF50/HorseRiding/v_HorseRiding_g09_c01.avi,29,HorseRiding
UCF50/Biking/v_Biking_g22_c01.avi,7,Biking
UCF50/Biking/v_Biking_g23_c04.avi,7,Biking
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g16_c04.avi,41,RockClimbingIndoor
UCF50/JugglingBalls/v_JugglingBalls_g20_c04.avi,5,JugglingBalls
UCF50/Biking/v_Biking_g06_c05.avi,7,Biking
UCF50/Diving/v_Diving_g07_c02.avi,32,Diving
UCF50/PizzaTossing/v_PizzaTossing_g20_c01.avi,22,PizzaTossing
UCF50/PizzaTossing/v_PizzaTossing_g17_c03.avi,22,PizzaTossing
UCF50/Skijet/v_Skijet_g18_c04.avi,35,Skijet
UCF50/Nunchucks/v_Nunchucks_g20_c01.avi,26,Nunchucks
UCF50/PlayingGuitar/v_PlayingGuitar_g20_c05.avi,9,PlayingGuitar
UCF50/JumpingJack/v_JumpingJack_g03_c04.avi,19,JumpingJack
UCF50/Kayaking/v_Kayaking_g18_c08.avi,44,Kayaking
UCF50/TennisSwing/v_TennisSwing_g12_c01.avi,30,TennisSwing
UCF50/Billiards/v_Billards_g20_c04.avi,25,Billiards
UCF50/HulaHoop/v_HulaHoop_g23_c04.avi,18,HulaHoop
UCF50/PlayingGuitar/v_PlayingGuitar_g20_c02.avi,9,PlayingGuitar
UCF50/WalkingWithDog/v_WalkingWithDog_g15_c03.avi,34,WalkingWithDog
UCF50/SkateBoarding/v_SkateBoarding_g24_c04.avi,28,SkateBoarding
UCF50/SoccerJuggling/v_SoccerJuggling_g23_c05.avi,2,SoccerJuggling
UCF50/PullUps/v_Pullup_g26_c02.avi,47,PullUps
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g23_c03.avi,41,RockClimbingIndoor
UCF50/HulaHoop/v_HulaHoop_g09_c04.avi,18,HulaHoop
UCF50/MilitaryParade/v_MilitaryParade_g07_c04.avi,3,MilitaryParade
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g21_c07.avi,41,RockClimbingIndoor
UCF50/BaseballPitch/v_BaseballPitch_g24_c01.avi,4,BaseballPitch
UCF50/Billiards/v_Billards_g10_c01.avi,25,Billiards
UCF50/YoYo/v_YoYo_g12_c04.avi,1,YoYo
UCF50/PoleVault/v_PoleVault_g14_c01.avi,13,PoleVault
UCF50/RopeClimbing/v_RopeClimbing_g13_c02.avi,20,RopeClimbing
UCF50/GolfSwing/v_GolfSwing_g13_c03.avi,21,GolfSwing
UCF50/JumpRope/v_JumpRope_g23_c04.avi,48,JumpRope
UCF50/JavelinThrow/v_JavelinThrow_g20_c01.avi,42,JavelinThrow
UCF50/BaseballPitch/v_BaseballPitch_g16_c04.avi,4,BaseballPitch
UCF50/JugglingBalls/v_JugglingBalls_g22_c01.avi,5,JugglingBalls
UCF50/CleanAndJerk/v_CleanAndJerk_g20_c05.avi,16,CleanAndJerk
UCF50/TrampolineJumping/v_TrampolineJumping_g09_c02.avi,24,TrampolineJumping
UCF50/MilitaryParade/v_MilitaryParade_g11_c03.avi,3,MilitaryParade
UCF50/Nunchucks/v_Nunchucks_g28_c05.avi,26,Nunchucks
UCF50/Lunges/v_Lunges_g11_c07.avi,36,Lunges
UCF50/PoleVault/v_PoleVault_g21_c06.avi,13,PoleVault
UCF50/Skiing/v_Skiing_g08_c04.avi,45,Skiing
UCF50/ThrowDiscus/v_ThrowDiscus_g07_c04.avi,10,ThrowDiscus
UCF50/VolleyballSpiking/v_VolleyballSpiking_g20_c03.avi,8,VolleyballSpiking
UCF50/PlayingPiano/v_PlayingPiano_g20_c04.avi,12,PlayingPiano
UCF50/BaseballPitch/v_BaseballPitch_g07_c04.avi,4,BaseballPitch
UCF50/PommelHorse/v_PommelHorse_g22_c04.avi,27,PommelHorse
UCF50/Kayaking/v_Kayaking_g23_c04.avi,44,Kayaking
UCF50/PoleVault/v_PoleVault_g21_c01.avi,13,PoleVault
UCF50/Kayaking/v_Kayaking_g23_c02.avi,44,Kayaking
UCF50/GolfSwing/v_GolfSwing_g21_c02.avi,21,GolfSwing
UCF50/BaseballPitch/v_BaseballPitch_g19_c01.avi,4,BaseballPitch
UCF50/HighJump/v_HighJump_g07_c04.avi,49,HighJump
UCF50/TennisSwing/v_TennisSwing_g23_c01.avi,30,TennisSwing
UCF50/HighJump/v_HighJump_g06_c02.avi,49,HighJump
UCF50/TennisSwing/v_TennisSwing_g24_c02.avi,30,TennisSwing
UCF50/PlayingViolin/v_PlayingViolin_g23_c04.avi,15,PlayingViolin
UCF50/Kayaking/v_Kayaking_g20_c08.avi,44,Kayaking
UCF50/JumpRope/v_JumpRope_g21_c01.avi,48,JumpRope
UCF50/Rowing/v_Rowing_g11_c04.avi,37,Rowing
UCF50/MilitaryParade/v_MilitaryParade_g11_c04.avi,3,MilitaryParade
UCF50/HulaHoop/v_HulaHoop_g03_c04.avi,18,HulaHoop
UCF50/PushUps/v_PushUps_g11_c02.avi,43,PushUps
UCF50/BenchPress/v_BenchPress_g18_c05.avi,6,BenchPress
UCF50/PlayingTabla/v_PlayingTabla_g11_c03.avi,38,PlayingTabla
UCF50/Billiards/v_Billards_g18_c07.avi,25,Billiards
UCF50/BaseballPitch/v_BaseballPitch_g25_c02.avi,4,BaseballPitch
UCF50/Punch/v_Punch_g09_c03.avi,39,Punch
UCF50/Fencing/v_Fencing_g22_c02.avi,23,Fencing
UCF50/Biking/v_Biking_g21_c09.avi,7,Biking
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g23_c06.avi,41,RockClimbingIndoor
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g26_c02.avi,41,RockClimbingIndoor
UCF50/Mixing/v_Mixing_g15_c02.avi,14,Mixing
UCF50/PullUps/v_Pullup_g25_c03.avi,47,PullUps
UCF50/HulaHoop/v_HulaHoop_g18_c03.avi,18,HulaHoop
UCF50/Skiing/v_Skiing_g15_c04.avi,45,Skiing
UCF50/TennisSwing/v_TennisSwing_g09_c03.avi,30,TennisSwing
UCF50/Mixing/v_Mixing_g19_c03.avi,14,Mixing
UCF50/Biking/v_Biking_g22_c03.avi,7,Biking
UCF50/Drumming/v_Drumming_g09_c03.avi,33,Drumming
UCF50/BaseballPitch/v_BaseballPitch_g03_c01.avi,4,BaseballPitch
UCF50/BaseballPitch/v_BaseballPitch_g24_c04.avi,4,BaseballPitch
UCF50/MilitaryParade/v_MilitaryParade_g09_c04.avi,3,MilitaryParade
UCF50/Rowing/v_Rowing_g16_c01.avi,37,Rowing
UCF50/PushUps/v_PushUps_g17_c01.avi,43,PushUps
UCF50/Skijet/v_Skijet_g24_c02.avi,35,Skijet
UCF50/Basketball/v_Basketball_g19_c04.avi,17,Basketball
UCF50/Nunchucks/v_Nunchucks_g28_c06.avi,26,Nunchucks
UCF50/SkateBoarding/v_SkateBoarding_g15_c05.avi,28,SkateBoarding
UCF50/Basketball/v_Basketball_g24_c03.avi,17,Basketball
UCF50/PlayingPiano/v_PlayingPiano_g16_c01.avi,12,PlayingPiano
UCF50/TennisSwing/v_TennisSwing_g08_c03.avi,30,TennisSwing
UCF50/JumpingJack/v_JumpingJack_g25_c05.avi,19,JumpingJack
UCF50/PlayingTabla/v_PlayingTabla_g23_c02.avi,38,PlayingTabla
UCF50/Drumming/v_Drumming_g06_c01.avi,33,Drumming
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g03_c07.avi,41,RockClimbingIndoor
UCF50/RopeClimbing/v_RopeClimbing_g10_c03.avi,20,RopeClimbing
UCF50/PlayingGuitar/v_PlayingGuitar_g23_c01.avi,9,PlayingGuitar
UCF50/BaseballPitch/v_BaseballPitch_g09_c05.avi,4,BaseballPitch
UCF50/Fencing/v_Fencing_g10_c02.avi,23,Fencing
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g21_c03.avi,41,RockClimbingIndoor
UCF50/Swing/v_Swing_g06_c01.avi,46,Swing
UCF50/Punch/v_Punch_g22_c03.avi,39,Punch
UCF50/VolleyballSpiking/v_VolleyballSpiking_g09_c05.avi,8,VolleyballSpiking
UCF50/Punch/v_Punch_g25_c01.avi,39,Punch
UCF50/Mixing/v_Mixing_g20_c03.avi,14,Mixing
UCF50/JumpingJack/v_JumpingJack_g13_c02.avi,19,JumpingJack
UCF50/MilitaryParade/v_MilitaryParade_g07_c02.avi,3,MilitaryParade
UCF50/Swing/v_Swing_g15_c04.avi,46,Swing
UCF50/PlayingTabla/v_PlayingTabla_g03_c04.avi,38,PlayingTabla
UCF50/YoYo/v_YoYo_g21_c03.avi,1,YoYo
UCF50/Basketball/v_Basketball_g14_c03.avi,17,Basketball
UCF50/Mixing/v_Mixing_g18_c03.avi,14,Mixing
UCF50/SkateBoarding/v_SkateBoarding_g22_c01.avi,28,SkateBoarding
UCF50/SoccerJuggling/v_SoccerJuggling_g18_c05.avi,2,SoccerJuggling
UCF50/RopeClimbing/v_RopeClimbing_g20_c02.avi,20,RopeClimbing
UCF50/SoccerJuggling/v_SoccerJuggling_g10_c03.avi,2,SoccerJuggling
UCF50/CleanAndJerk/v_CleanAndJerk_g21_c01.avi,16,CleanAndJerk
UCF50/Lunges/v_Lunges_g23_c05.avi,36,Lunges
UCF50/VolleyballSpiking/v_VolleyballSpiking_g07_c01.avi,8,VolleyballSpiking
UCF50/Mixing/v_Mixing_g06_c03.avi,14,Mixing
UCF50/TaiChi/v_TaiChi_g24_c03.avi,31,TaiChi
UCF50/JugglingBalls/v_JugglingBalls_g25_c02.avi,5,JugglingBalls
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g13_c05.avi,41,RockClimbingIndoor
UCF50/PushUps/v_PushUps_g13_c01.avi,43,PushUps
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g14_c03.avi,41,RockClimbingIndoor
UCF50/PushUps/v_PushUps_g16_c04.avi,43,PushUps
UCF50/PlayingGuitar/v_PlayingGuitar_g21_c06.avi,9,PlayingGuitar
UCF50/PullUps/v_Pullup_g08_c03.avi,47,PullUps
UCF50/Billiards/v_Billards_g22_c02.avi,25,Billiards
UCF50/HorseRace/v_HorseRace_g07_c03.avi,0,HorseRace
UCF50/BaseballPitch/v_BaseballPitch_g23_c06.avi,4,BaseballPitch
UCF50/PoleVault/v_PoleVault_g05_c05.avi,13,PoleVault
UCF50/WalkingWithDog/v_WalkingWithDog_g24_c03.avi,34,WalkingWithDog
UCF50/PommelHorse/v_PommelHorse_g07_c02.avi,27,PommelHorse
UCF50/Kayaking/v_Kayaking_g22_c06.avi,44,Kayaking
UCF50/JavelinThrow/v_JavelinThrow_g08_c04.avi,42,JavelinThrow
UCF50/SalsaSpin/v_SalsaSpin_g12_c06.avi,11,SalsaSpin
UCF50/TaiChi/v_TaiChi_g25_c04.avi,31,TaiChi
UCF50/Lunges/v_Lunges_g12_c04.avi,36,Lunges
UCF50/TennisSwing/v_TennisSwing_g03_c05.avi,30,TennisSwing
UCF50/Drumming/v_Drumming_g03_c05.avi,33,Drumming
UCF50/JumpRope/v_JumpRope_g11_c03.avi,48,JumpRope
UCF50/ThrowDiscus/v_ThrowDiscus_g23_c03.avi,10,ThrowDiscus
UCF50/PullUps/v_Pullup_g16_c01.avi,47,PullUps
UCF50/CleanAndJerk/v_CleanAndJerk_g24_c03.avi,16,CleanAndJerk
UCF50/PlayingTabla/v_PlayingTabla_g07_c04.avi,38,PlayingTabla
UCF50/HorseRace/v_HorseRace_g08_c02.avi,0,HorseRace
UCF50/VolleyballSpiking/v_VolleyballSpiking_g18_c03.avi,8,VolleyballSpiking
UCF50/JumpRope/v_JumpRope_g18_c01.avi,48,JumpRope
UCF50/PoleVault/v_PoleVault_g09_c04.avi,13,PoleVault
UCF50/GolfSwing/v_GolfSwing_g17_c04.avi,21,GolfSwing
UCF50/Billiards/v_Billards_g12_c03.avi,25,Billiards
UCF50/Punch/v_Punch_g16_c05.avi,39,Punch
UCF50/TennisSwing/v_TennisSwing_g19_c05.avi,30,TennisSwing
UCF50/Drumming/v_Drumming_g20_c03.avi,33,Drumming
UCF50/PommelHorse/v_PommelHorse_g24_c01.avi,27,PommelHorse
UCF50/Fencing/v_Fencing_g21_c03.avi,23,Fencing
UCF50/BaseballPitch/v_BaseballPitch_g23_c03.avi,4,BaseballPitch
UCF50/HorseRace/v_HorseRace_g11_c03.avi,0,HorseRace
UCF50/HighJump/v_HighJump_g18_c01.avi,49,HighJump
UCF50/HulaHoop/v_HulaHoop_g24_c03.avi,18,HulaHoop
UCF50/Kayaking/v_Kayaking_g03_c02.avi,44,Kayaking
UCF50/Billiards/v_Billards_g21_c02.avi,25,Billiards
UCF50/PizzaTossing/v_PizzaTossing_g21_c01.avi,22,PizzaTossing
UCF50/Fencing/v_Fencing_g16_c02.avi,23,Fencing
UCF50/Kayaking/v_Kayaking_g15_c10.avi,44,Kayaking
UCF50/Nunchucks/v_Nunchucks_g13_c07.avi,26,Nunchucks
UCF50/HulaHoop/v_HulaHoop_g18_c04.avi,18,HulaHoop
UCF50/Lunges/v_Lunges_g25_c04.avi,36,Lunges
UCF50/Swing/v_Swing_g14_c03.avi,46,Swing
UCF50/Mixing/v_Mixing_g13_c05.avi,14,Mixing
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g25_c04.avi,41,RockClimbingIndoor
UCF50/Billiards/v_Billards_g10_c04.avi,25,Billiards
UCF50/Billiards/v_Billards_g03_c01.avi,25,Billiards
UCF50/JumpingJack/v_JumpingJack_g22_c04.avi,19,JumpingJack
UCF50/PlayingViolin/v_PlayingViolin_g17_c04.avi,15,PlayingViolin
UCF50/Mixing/v_Mixing_g20_c02.avi,14,Mixing
UCF50/SalsaSpin/v_SalsaSpin_g09_c01.avi,11,SalsaSpin
UCF50/Biking/v_Biking_g18_c05.avi,7,Biking
UCF50/Nunchucks/v_Nunchucks_g13_c03.avi,26,Nunchucks
UCF50/Punch/v_Punch_g11_c06.avi,39,Punch
UCF50/TaiChi/v_TaiChi_g23_c02.avi,31,TaiChi
UCF50/YoYo/v_YoYo_g25_c04.avi,1,YoYo
UCF50/WalkingWithDog/v_WalkingWithDog_g07_c06.avi,34,WalkingWithDog
UCF50/Lunges/v_Lunges_g19_c04.avi,36,Lunges
UCF50/TaiChi/v_TaiChi_g19_c01.avi,31,TaiChi
UCF50/Basketball/v_Basketball_g07_c04.avi,17,Basketball
UCF50/Fencing/v_Fencing_g14_c03.avi,23,Fencing
UCF50/TennisSwing/v_TennisSwing_g18_c03.avi,30,TennisSwing
UCF50/PullUps/v_Pullup_g23_c01.avi,47,PullUps
UCF50/PoleVault/v_PoleVault_g13_c04.avi,13,PoleVault
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g17_c07.avi,41,RockClimbingIndoor
UCF50/BaseballPitch/v_BaseballPitch_g11_c05.avi,4,BaseballPitch
UCF50/HorseRiding/v_HorseRiding_g11_c06.avi,29,HorseRiding
UCF50/Diving/v_Diving_g12_c01.avi,32,Diving
UCF50/Mixing/v_Mixing_g10_c03.avi,14,Mixing
UCF50/PoleVault/v_PoleVault_g10_c03.avi,13,PoleVault
UCF50/Drumming/v_Drumming_g25_c05.avi,33,Drumming
UCF50/Kayaking/v_Kayaking_g10_c03.avi,44,Kayaking
UCF50/Fencing/v_Fencing_g05_c05.avi,23,Fencing
UCF50/TrampolineJumping/v_TrampolineJumping_g10_c01.avi,24,TrampolineJumping
UCF50/YoYo/v_YoYo_g24_c03.avi,1,YoYo
UCF50/Drumming/v_Drumming_g20_c02.avi,33,Drumming
UCF50/JumpRope/v_JumpRope_g19_c03.avi,48,JumpRope
UCF50/Rowing/v_Rowing_g19_c02.avi,37,Rowing
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g23_c04.avi,41,RockClimbingIndoor
UCF50/TrampolineJumping/v_TrampolineJumping_g20_c02.avi,24,TrampolineJumping
UCF50/BreastStroke/v_BreastStroke_g03_c01.avi,40,BreastStroke
UCF50/HorseRiding/v_HorseRiding_g09_c02.avi,29,HorseRiding
UCF50/PlayingTabla/v_PlayingTabla_g21_c02.avi,38,PlayingTabla
UCF50/Fencing/v_Fencing_g17_c03.avi,23,Fencing
UCF50/CleanAndJerk/v_CleanAndJerk_g06_c03.avi,16,CleanAndJerk
UCF50/Kayaking/v_Kayaking_g20_c02.avi,44,Kayaking
UCF50/Nunchucks/v_Nunchucks_g25_c03.avi,26,Nunchucks
UCF50/HulaHoop/v_HulaHoop_g24_c04.avi,18,HulaHoop
UCF50/HighJump/v_HighJump_g23_c03.avi,49,HighJump
UCF50/PlayingViolin/v_PlayingViolin_g24_c01.avi,15,PlayingViolin
UCF50/PizzaTossing/v_PizzaTossing_g23_c05.avi,22,PizzaTossing
UCF50/Kayaking/v_Kayaking_g03_c03.avi,44,Kayaking
UCF50/Rowing/v_Rowing_g22_c03.avi,37,Rowing
UCF50/Diving/v_Diving_g19_c02.avi,32,Diving
UCF50/HulaHoop/v_HulaHoop_g16_c06.avi,18,HulaHoop
UCF50/TrampolineJumping/v_TrampolineJumping_g17_c02.avi,24,TrampolineJumping
UCF50/GolfSwing/v_GolfSwing_g24_c06.avi,21,GolfSwing
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g05_c03.avi,41,RockClimbingIndoor
UCF50/JumpRope/v_JumpRope_g16_c07.avi,48,JumpRope
UCF50/ThrowDiscus/v_ThrowDiscus_g10_c01.avi,10,ThrowDiscus
UCF50/Fencing/v_Fencing_g21_c04.avi,23,Fencing
UCF50/HorseRiding/v_HorseRiding_g25_c16.avi,29,HorseRiding
UCF50/MilitaryParade/v_MilitaryParade_g18_c03.avi,3,MilitaryParade
UCF50/BreastStroke/v_BreastStroke_g10_c03.avi,40,BreastStroke
UCF50/BreastStroke/v_BreastStroke_g07_c01.avi,40,BreastStroke
UCF50/HorseRiding/v_HorseRiding_g25_c23.avi,29,HorseRiding
UCF50/Drumming/v_Drumming_g06_c02.avi,33,Drumming
UCF50/BenchPress/v_BenchPress_g07_c05.avi,6,BenchPress
UCF50/Nunchucks/v_Nunchucks_g24_c03.avi,26,Nunchucks
UCF50/PlayingPiano/v_PlayingPiano_g09_c03.avi,12,PlayingPiano
UCF50/TaiChi/v_TaiChi_g06_c03.avi,31,TaiChi
UCF50/Lunges/v_Lunges_g11_c05.avi,36,Lunges
UCF50/BaseballPitch/v_BaseballPitch_g22_c04.avi,4,BaseballPitch
UCF50/Drumming/v_Drumming_g15_c03.avi,33,Drumming
UCF50/Skiing/v_Skiing_g21_c06.avi,45,Skiing
UCF50/YoYo/v_YoYo_g09_c02.avi,1,YoYo
UCF50/Lunges/v_Lunges_g22_c04.avi,36,Lunges
UCF50/Nunchucks/v_Nunchucks_g14_c03.avi,26,Nunchucks
UCF50/Drumming/v_Drumming_g20_c01.avi,33,Drumming
UCF50/PoleVault/v_PoleVault_g18_c05.avi,13,PoleVault
UCF50/Swing/v_Swing_g21_c03.avi,46,Swing
UCF50/HorseRiding/v_HorseRiding_g03_c07.avi,29,HorseRiding
UCF50/MilitaryParade/v_MilitaryParade_g21_c04.avi,3,MilitaryParade
UCF50/HorseRiding/v_HorseRiding_g14_c02.avi,29,HorseRiding
UCF50/MilitaryParade/v_MilitaryParade_g23_c01.avi,3,MilitaryParade
UCF50/Rowing/v_Rowing_g16_c02.avi,37,Rowing
UCF50/MilitaryParade/v_MilitaryParade_g23_c03.avi,3,MilitaryParade
UCF50/JugglingBalls/v_JugglingBalls_g14_c03.avi,5,JugglingBalls
UCF50/JumpingJack/v_JumpingJack_g17_c01.avi,19,JumpingJack
UCF50/Nunchucks/v_Nunchucks_g14_c01.avi,26,Nunchucks
UCF50/Basketball/v_Basketball_g15_c05.avi,17,Basketball
UCF50/PlayingTabla/v_PlayingTabla_g28_c05.avi,38,PlayingTabla
UCF50/HulaHoop/v_HulaHoop_g19_c03.avi,18,HulaHoop
UCF50/MilitaryParade/v_MilitaryParade_g24_c02.avi,3,MilitaryParade
UCF50/Lunges/v_Lunges_g17_c04.avi,36,Lunges
UCF50/YoYo/v_YoYo_g17_c04.avi,1,YoYo
UCF50/HulaHoop/v_HulaHoop_g08_c02.avi,18,HulaHoop
UCF50/Swing/v_Swing_g13_c02.avi,46,Swing
UCF50/BaseballPitch/v_BaseballPitch_g06_c02.avi,4,BaseballPitch
UCF50/Lunges/v_Lunges_g16_c03.avi,36,Lunges
UCF50/Kayaking/v_Kayaking_g09_c02.avi,44,Kayaking
UCF50/WalkingWithDog/v_WalkingWithDog_g19_c04.avi,34,WalkingWithDog
UCF50/Rowing/v_Rowing_g09_c03.avi,37,Rowing
UCF50/WalkingWithDog/v_WalkingWithDog_g17_c01.avi,34,WalkingWithDog
UCF50/RopeClimbing/v_RopeClimbing_g13_c04.avi,20,RopeClimbing
UCF50/CleanAndJerk/v_CleanAndJerk_g23_c02.avi,16,CleanAndJerk
UCF50/Punch/v_Punch_g03_c02.avi,39,Punch
UCF50/PushUps/v_PushUps_g19_c01.avi,43,PushUps
UCF50/Lunges/v_Lunges_g19_c08.avi,36,Lunges
UCF50/PommelHorse/v_PommelHorse_g25_c02.avi,27,PommelHorse
UCF50/Diving/v_Diving_g05_c03.avi,32,Diving
UCF50/Billiards/v_Billards_g25_c05.avi,25,Billiards
UCF50/Fencing/v_Fencing_g09_c04.avi,23,Fencing
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g22_c02.avi,41,RockClimbingIndoor
UCF50/BreastStroke/v_BreastStroke_g07_c03.avi,40,BreastStroke
UCF50/Skijet/v_Skijet_g15_c01.avi,35,Skijet
UCF50/Drumming/v_Drumming_g17_c06.avi,33,Drumming
UCF50/Fencing/v_Fencing_g20_c02.avi,23,Fencing
UCF50/Punch/v_Punch_g18_c02.avi,39,Punch
UCF50/PushUps/v_PushUps_g05_c03.avi,43,PushUps
UCF50/Drumming/v_Drumming_g15_c05.avi,33,Drumming
UCF50/PushUps/v_PushUps_g08_c03.avi,43,PushUps
UCF50/Drumming/v_Drumming_g16_c02.avi,33,Drumming
UCF50/Drumming/v_Drumming_g14_c04.avi,33,Drumming
UCF50/MilitaryParade/v_MilitaryParade_g11_c01.avi,3,MilitaryParade
UCF50/PizzaTossing/v_PizzaTossing_g24_c05.avi,22,PizzaTossing
UCF50/Rowing/v_Rowing_g13_c06.avi,37,Rowing
UCF50/Billiards/v_Billards_g15_c03.avi,25,Billiards
UCF50/Swing/v_Swing_g18_c04.avi,46,Swing
UCF50/ThrowDiscus/v_ThrowDiscus_g10_c04.avi,10,ThrowDiscus
UCF50/Lunges/v_Lunges_g10_c03.avi,36,Lunges
UCF50/HorseRiding/v_HorseRiding_g11_c04.avi,29,HorseRiding
UCF50/JavelinThrow/v_JavelinThrow_g10_c03.avi,42,JavelinThrow
UCF50/HorseRiding/v_HorseRiding_g21_c01.avi,29,HorseRiding
UCF50/HorseRace/v_HorseRace_g12_c03.avi,0,HorseRace
UCF50/Skijet/v_Skijet_g23_c03.avi,35,Skijet
UCF50/SoccerJuggling/v_SoccerJuggling_g19_c01.avi,2,SoccerJuggling
UCF50/JavelinThrow/v_JavelinThrow_g19_c04.avi,42,JavelinThrow
UCF50/Basketball/v_Basketball_g16_c04.avi,17,Basketball
UCF50/JavelinThrow/v_JavelinThrow_g11_c03.avi,42,JavelinThrow
UCF50/Diving/v_Diving_g24_c05.avi,32,Diving
UCF50/JumpRope/v_JumpRope_g26_c01.avi,48,JumpRope
UCF50/VolleyballSpiking/v_VolleyballSpiking_g17_c01.avi,8,VolleyballSpiking
UCF50/PlayingPiano/v_PlayingPiano_g12_c03.avi,12,PlayingPiano
UCF50/SalsaSpin/v_SalsaSpin_g05_c03.avi,11,SalsaSpin
UCF50/PlayingGuitar/v_PlayingGuitar_g08_c01.avi,9,PlayingGuitar
UCF50/MilitaryParade/v_MilitaryParade_g22_c03.avi,3,MilitaryParade
UCF50/Rowing/v_Rowing_g09_c04.avi,37,Rowing
UCF50/Lunges/v_Lunges_g13_c02.avi,36,Lunges
UCF50/SkateBoarding/v_SkateBoarding_g07_c03.avi,28,SkateBoarding
UCF50/WalkingWithDog/v_WalkingWithDog_g19_c03.avi,34,WalkingWithDog
UCF50/Basketball/v_Basketball_g15_c07.avi,17,Basketball
UCF50/PlayingTabla/v_PlayingTabla_g18_c03.avi,38,PlayingTabla
UCF50/HulaHoop/v_HulaHoop_g16_c01.avi,18,HulaHoop
UCF50/JavelinThrow/v_JavelinThrow_g20_c03.avi,42,JavelinThrow
UCF50/MilitaryParade/v_MilitaryParade_g07_c06.avi,3,MilitaryParade
UCF50/JavelinThrow/v_JavelinThrow_g13_c04.avi,42,JavelinThrow
UCF50/Nunchucks/v_Nunchucks_g25_c01.avi,26,Nunchucks
UCF50/Nunchucks/v_Nunchucks_g07_c01.avi,26,Nunchucks
UCF50/PoleVault/v_PoleVault_g23_c07.avi,13,PoleVault
UCF50/Billiards/v_Billards_g20_c01.avi,25,Billiards
UCF50/Skiing/v_Skiing_g24_c02.avi,45,Skiing
UCF50/Nunchucks/v_Nunchucks_g24_c02.avi,26,Nunchucks
UCF50/PlayingPiano/v_PlayingPiano_g10_c01.avi,12,PlayingPiano
UCF50/PlayingGuitar/v_PlayingGuitar_g12_c06.avi,9,PlayingGuitar
UCF50/Diving/v_Diving_g20_c05.avi,32,Diving
UCF50/JugglingBalls/v_JugglingBalls_g13_c03.avi,5,JugglingBalls
UCF50/Swing/v_Swing_g13_c01.avi,46,Swing
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g26_c01.avi,41,RockClimbingIndoor
UCF50/TaiChi/v_TaiChi_g18_c03.avi,31,TaiChi
UCF50/SkateBoarding/v_SkateBoarding_g08_c04.avi,28,SkateBoarding
UCF50/WalkingWithDog/v_WalkingWithDog_g03_c01.avi,34,WalkingWithDog
UCF50/JumpingJack/v_JumpingJack_g06_c07.avi,19,JumpingJack
UCF50/Nunchucks/v_Nunchucks_g26_c03.avi,26,Nunchucks
UCF50/YoYo/v_YoYo_g13_c03.avi,1,YoYo
UCF50/Drumming/v_Drumming_g16_c01.avi,33,Drumming
UCF50/SalsaSpin/v_SalsaSpin_g11_c02.avi,11,SalsaSpin
UCF50/PlayingGuitar/v_PlayingGuitar_g13_c07.avi,9,PlayingGuitar
UCF50/Drumming/v_Drumming_g23_c02.avi,33,Drumming
UCF50/HorseRiding/v_HorseRiding_g20_c08.avi,29,HorseRiding
UCF50/MilitaryParade/v_MilitaryParade_g25_c05.avi,3,MilitaryParade
UCF50/Lunges/v_Lunges_g18_c04.avi,36,Lunges
UCF50/SalsaSpin/v_SalsaSpin_g03_c05.avi,11,SalsaSpin
UCF50/PushUps/v_PushUps_g19_c03.avi,43,PushUps
UCF50/HorseRiding/v_HorseRiding_g25_c13.avi,29,HorseRiding
UCF50/SkateBoarding/v_SkateBoarding_g05_c04.avi,28,SkateBoarding
UCF50/Lunges/v_Lunges_g03_c04.avi,36,Lunges
UCF50/PlayingViolin/v_PlayingViolin_g03_c01.avi,15,PlayingViolin
UCF50/Nunchucks/v_Nunchucks_g19_c02.avi,26,Nunchucks
UCF50/PushUps/v_PushUps_g21_c01.avi,43,PushUps
UCF50/MilitaryParade/v_MilitaryParade_g18_c01.avi,3,MilitaryParade
UCF50/PommelHorse/v_PommelHorse_g08_c01.avi,27,PommelHorse
UCF50/PushUps/v_PushUps_g26_c04.avi,43,PushUps
UCF50/Skiing/v_Skiing_g13_c01.avi,45,Skiing
UCF50/PizzaTossing/v_PizzaTossing_g08_c02.avi,22,PizzaTossing
UCF50/RockClimbingIndoor/v_RockClimbingIndoor_g23_c02.avi,41,RockClimbingIndoor
UCF50/HulaHoop/v_HulaHoop_g07_c02.avi,18,HulaHoop
